scenario,role,path,context,label,element,href,disabled,checked,evidence
artist-today,artist,/dashboard,Today,Supplies,A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,Nothing needs your attention,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,"Design brief
⌄",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,Refresh design brief,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Up next,View booking,A,/projects/12?session=101,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"Monday, 7 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"Tuesday, 8 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"Wednesday, 9 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"Thursday, 10 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"Friday, 11 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"Saturday, 12 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"Sunday, 13 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"10:00
Mia Chen
Botanical sleeve · Confirmed",A,/projects/12?session=101,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,"14:00
Mia Chen
Geometric shoulder · Confirmed",A,/projects/12?session=102,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,Expand full week,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Your week,Open calendar,A,/calendar?date=2026-09-10,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,Payments & payouts,A,/money,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,Browse suppliers,A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,"Your orders
Track deliveries and reorder",A,/supply-orders,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-today,artist,/dashboard,Today,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Business,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Business,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Your studio day,"Money
Income, balances and payouts",A,/money,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Your studio day,"Working hours & services
Availability, session lengths and pricing",A,/work-hours,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Your studio day,"Your profile & booking link
The front door for your clients",A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Your studio day,"Cancellation waitlist
Fill available appointments",A,/waitlist,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Shop & events,"Your products
Catalogue and availability",A,/products,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Shop & events,"Store orders
Payment and fulfilment",A,/store-orders,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Shop & events,"Workshops & events
Create an event and review registrations",A,/artist-events,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Behind the scenes,"Supplies
Stock and supplier orders",A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Behind the scenes,"Studio
People and shared workspace",A,/studio,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Behind the scenes,"Settings
Your account, business and preferences",A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Business,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Business,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Business,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-business,artist,/business,Business,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-products,artist,/products,Products,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-products,artist,/products,Products,Add product,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-products,artist,/products,Products,Edit Cartridge needles,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-products,artist,/products,Products,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-products,artist,/products,Products,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-products,artist,/products,Products,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-products,artist,/products,Products,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-events,artist,/artist-events,Your events,Back,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-events,artist,/artist-events,Your events,Create event,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-events,artist,/artist-events,Your events,Preview events page,A,/events/ella-morgan,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-events,artist,/artist-events,Your events,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-events,artist,/artist-events,Your events,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-events,artist,/artist-events,Your events,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-events,artist,/artist-events,Your events,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,New booking,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,Previous week,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,Next week,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,Today,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,Calendar artist,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"Monday, 7 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"Tuesday, 8 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"Wednesday, 9 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"Thursday, 10 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"Friday, 11 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"Saturday, 12 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"Sunday, 13 September 2026",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
