source,line,component,element,label or label expression,handler or destination,evidence classification
client/src/features/booking/BookingWizardContent.tsx,1745,BookingWizardContent,motion.button,{/* Left accent — SSOT card.leftAccent */} {/* Glow gradient — visible accent wash */} {service.name} {service.duration} mins · ${service.price} {Number(service.sittings) > 1 && ` · ${service.sittings} sittings`},"{""onClick"": ""{() => { setSelectedService(service); const sittings = Number(service.sittings) || 1; setRequiredSittings(sittings); if (sittings === 1) { setFrequency(\""single\""); setStep(\""custom_dates\""); } else { setStep(\""frequency\""); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1797,BookingWizardContent,motion.button,{label},"{""onClick"": ""{() => { setFrequency(id); if (id === \""single\"") { setStep(\""custom_dates\""); } else { setStep(\""review\""); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1873,BookingWizardContent,button,Confirm Dates ( {customDates.length} ),"{""onClick"": ""{() => { if (customDates.length > 0) { setStep(\""review\""); } else { toast.error(\""Please select at least one date.\""); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,1999,BookingWizardContent,button,"{createSessionPlanMutation.isPending ? ( <Loader2 className=""w-4 h-4 animate-spin mx-auto"" /> ) : ( ""Send Session Plan"" )}","{""onClick"": ""{handleConfirmBooking}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,2065,BookingWizardContent,button,Delete Imported Booking,"{""onClick"": ""{() => { if (window.confirm(\""Are you sure you want to delete this imported appointment from your calendar?\"")) { toast.success(\""Appointment deleted natively.\""); // Implement actual TRPC route here down the line onClose(); } }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/BookingWizardContent.tsx,2098,BookingWizardContent,button,Dismiss,"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/components/InlineFormSigning.tsx,121,SignForm,input,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/components/InlineFormSigning.tsx,144,SignForm,Action,"{answered ? ""Continue to signature"" : ""Answer every medical question to continue""}","{""onClick"": ""{() => setStep(\""signature\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/components/InlineFormSigning.tsx,150,SignForm,Action,Finish later,"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/components/InlineFormSigning.tsx,157,SignForm,Action,Review form again,"{""onClick"": ""{() => setStep(\""review\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/components/InlineFormSigning.tsx,166,SignForm,input,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/components/InlineFormSigning.tsx,179,SignForm,input,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/booking/components/InlineFormSigning.tsx,197,SignForm,Action,Sign with saved signature,"{""onClick"": ""{() => submit(profile.data!.savedSignature!)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistPortfolioFeed.tsx,110,ArtistPortfolioFeed,button,Try again,"{""onClick"": ""{() => refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistPortfolioFeed.tsx,117,ArtistPortfolioFeed,button,Back to Discover,"{""onClick"": ""{onExit}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistProfileOverlay.tsx,173,ArtistProfileOverlay,button,back,"{""onClick"": ""{ inFeedView ? () => setFeedViewImageId(null) : onClose }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistProfileOverlay.tsx,261,ArtistProfileOverlay,a,{profile.email},"{""href"": ""{`mailto:${profile.email}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistProfileOverlay.tsx,270,ArtistProfileOverlay,a,{profile.phone},"{""href"": ""{`tel:${profile.phone}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistProfileOverlay.tsx,279,ArtistProfileOverlay,a,{profile.website},"{""href"": ""{ /^https?:\\/\\//i.test(profile.website) ? profile.website : `https://${profile.website}` }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistProfileOverlay.tsx,310,ArtistProfileOverlay,button,Book Consult,"{""onClick"": ""{() => setShowBookingForm(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistProfileOverlay.tsx,321,ArtistProfileOverlay,button,"{`View ${item.description || ""portfolio artwork""}`}","{""onClick"": ""{() => setFeedViewImageId(item.id)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ArtistProfileOverlay.tsx,340,ArtistProfileOverlay,button,Try again,"{""onClick"": ""{() => refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,379,BookingFormModal,motion.div,"e.stopPropagation()} > {/* Header */} Book with {artistName} {/* Form */} {!showSuccess && ( { event.preventDefault(); handleSubmit(); }} > {/* Personal info for unauthenticated public users */} {isPublic && !user && ( First Name * setFirstName(e.target.value)} /> Last Name * setLastName(e.target.value)} /> Email * setEmail(e.target.value)} /> Phone * setPhone(e.target.value)} /> Date of Birth * setBirthdate(e.target.value)} /> Gender * {[ { value: ""male"", label: ""Male"" }, { value: ""female"", label: ""Female"" }, { value: ""other"", label: ""Other"" }, ].map(opt => ( setGender(opt.value)} > {opt.label} ))} )} {/* Description */} Describe your idea * setDescription(e.target.value)} rows={3} /> At least 10 characters, then choose one or more styles. {/* Style preferences */} Style * {STYLE_OPTIONS.map(style => ( toggleStyle(style)} > {style} ))} {/* Placement & Size */} Placement setPlacement(e.target.value)} /> Size setSelectedSize(e.target.value)} > Select size {SIZE_OPTIONS.map(size => ( {size} ))} {/* Timeframe */} When? {TIMEFRAME_OPTIONS.map(tf => ( setTimeframe(tf === timeframe ? """" : tf) } > {tf} ))} {/* Reference images */} Reference images {referenceImages.map((img, i) => ( removeImage(i, ""reference"")} > × ))} {referenceImages.length handleImagePick(""reference"")} > + )} handleFilesSelected(e, ""reference"")} /> {/* Placement images */} Placement photos {placementImages.map((img, i) => ( removeImage(i, ""placement"")} > × ))} {placementImages.length handleImagePick(""placement"")} > + )} handleFilesSelected(e, ""placement"")} /> {/* Submit */} {submissionError && {submissionError} } {submitting ? ( {"" ""} Sending request… ) : ( ""Send Request"" )} )} {/* Success popup */} {showSuccess && ( Request sent Check your messages for a response OK )}","{""onClick"": ""{dismiss}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,386,BookingFormModal,motion.div,"{/* Header */} Book with {artistName} {/* Form */} {!showSuccess && ( <form className=""booking-form-scroll"" onSubmit={event => { event.preventDefault(); handleSubmit(); }} > <fieldset disabled={submitting} style={{ display: ""contents"" }} > {/* Personal info for unauthenticated public users */} {isPublic && !user && ( <> <div className=""booking-form-group""> <label htmlFor={`${fieldId}-first-name`}> First Name * </label> <input id={`${fieldId}-first-name`} required autoComplete=""given-name"" className=""booking-form-input"" placeholder=""First name"" value={firstName} onChange={e => setFirstName(e.target.value)} /> </div> <div className=""booking-form-group""> <label htmlFor={`${fieldId}-last-name`}> Last Name * </label> <input id={`${fieldId}-last-name`} required autoComplete=""family-name"" className=""booking-form-input"" placeholder=""Last name"" value={lastName} onChange={e => setLastName(e.target.value)} /> </div> <div className=""booking-form-group""> <label htmlFor={`${fieldId}-email`}>Email *</label> <input id={`${fieldId}-email`} required autoComplete=""email"" autoCapitalize=""none"" type=""email"" className=""booking-form-input"" placeholder=""your@email.com"" value={email} onChange={e => setEmail(e.target.value)} /> </div> <div className=""booking-form-group""> <label htmlFor={`${fieldId}-phone`}>Phone *</label> <input id={`${fieldId}-phone`} required autoComplete=""tel"" type=""tel"" className=""booking-form-input"" placeholder=""+1 (555) 123-4567"" value={phone} onChange={e => setPhone(e.target.value)} /> </div> <div className=""booking-form-group""> <label htmlFor={`${fieldId}-birthday`}> Date of Birth * </label> <input id={`${fieldId}-birthday`} required autoComplete=""bday"" type=""date"" className=""booking-form-input"" value={birthdate} onChange={e => setBirthdate(e.target.value)} /> </div> <div className=""booking-form-group""> <label>Gender *</label> <div className=""booking-form-chips""> {[ { value: ""male"", label: ""Male"" }, { value: ""female"", label: ""Female"" }, { value: ""other"", label: ""Other"" }, ].map(opt => ( <button key={opt.value} type=""button"" aria-pressed={gender === opt.value} className={`booking-form-chip ${gender === opt.value ? ""selected"" : """"}`} onClick={() => setGender(opt.value)} > {opt.label} </button> ))} </div> </div> </> )} {/* Description */} <div className=""booking-form-group""> <label htmlFor={`${fieldId}-idea`}> Describe your idea * </label> <textarea id={`${fieldId}-idea`} required minLength={10} className=""booking-form-input"" placeholder=""Tell the artist about the tattoo you want..."" value={description} onChange={e => setDescription(e.target.value)} rows={3} /> <small> At least 10 characters, then choose one or more styles. </small> </div> {/* Style preferences */} <div className=""booking-form-group""> <label>Style *</label> <div className=""booking-form-chips""> {STYLE_OPTIONS.map(style => ( <button key={style} type=""button"" aria-pressed={selectedStyles.includes(style)} className={`booking-form-chip ${selectedStyles.includes(style) ? ""selected"" : """"}`} onClick={() => toggleStyle(style)} > {style} </button> ))} </div> </div> {/* Placement & Size */} <div className=""booking-form-row""> <div className=""booking-form-group""> <label htmlFor={`${fieldId}-placement`}> Placement </label> <input id={`${fieldId}-placement`} className=""booking-form-input"" placeholder=""e.g. forearm"" value={placement} onChange={e => setPlacement(e.target.value)} /> </div> <div className=""booking-form-group""> <label htmlFor={`${fieldId}-size`}>Size</label> <select id={`${fieldId}-size`} className=""booking-form-input"" value={selectedSize} onChange={e => setSelectedSize(e.target.value)} > <option value="""">Select size</option> {SIZE_OPTIONS.map(size => ( <option key={size} value={size}> {size} </option> ))} </select> </div> </div> {/* Timeframe */} <div className=""booking-form-group""> <label>When?</label> <div className=""booking-form-chips""> {TIMEFRAME_OPTIONS.map(tf => ( <button key={tf} type=""button"" aria-pressed={timeframe === tf} className={`booking-form-chip ${timeframe === tf ? ""selected"" : """"}`} onClick={() => setTimeframe(tf === timeframe ? """" : tf) } > {tf} </button> ))} </div> </div> {/* Reference images */} <div className=""booking-form-group""> <label>Reference images</label> <div className=""booking-form-images""> {referenceImages.map((img, i) => ( <div key={i} className=""booking-form-image-thumb""> <img src={img.preview} alt={`Ref ${i + 1}`} /> <button type=""button"" aria-label={`Remove reference image ${i + 1}`} className=""booking-form-image-remove"" onClick={() => removeImage(i, ""reference"")} > × </button> </div> ))} {referenceImages.length < 5 && ( <button type=""button"" aria-label=""Add reference images"" className=""booking-form-add-image"" onClick={() => handleImagePick(""reference"")} > + </button> )} </div> <input ref={refImageInput} type=""file"" accept=""image/*"" multiple hidden onChange={e => handleFilesSelected(e, ""reference"")} /> </div> {/* Placement images */} <div className=""booking-form-group""> <label>Placement photos</label> <div className=""booking-form-images""> {placementImages.map((img, i) => ( <div key={i} className=""booking-form-image-thumb""> <img src={img.preview} alt={`Placement ${i + 1}`} /> <button type=""button"" aria-label={`Remove placement photo ${i + 1}`} className=""booking-form-image-remove"" onClick={() => removeImage(i, ""placement"")} > × </button> </div> ))} {placementImages.length < 5 && ( <button type=""button"" aria-label=""Add placement photos"" className=""booking-form-add-image"" onClick={() => handleImagePick(""placement"")} > + </button> )} </div> <input ref={placementImageInput} type=""file"" accept=""image/*"" multiple hidden onChange={e => handleFilesSelected(e, ""placement"")} /> </div> {/* Submit */} {submissionError && <p role=""alert"">{submissionError}</p>} <button type=""submit"" className=""booking-form-submit"" disabled={!canSubmit} > {submitting ? ( <> <Loader2 className=""animate-spin"" size={18} aria-hidden=""true"" />{"" ""} Sending request… </> ) : ( ""Send Request"" )} </button> </fieldset> </form> )} {/* Success popup */} {showSuccess && ( Request sent Check your messages for a response OK )}","{""onClick"": ""{e => e.stopPropagation()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,399,BookingFormModal,button,"""Close booking request""","{""onClick"": ""{dismiss}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,503,BookingFormModal,button,{opt.label},"{""onClick"": ""{() => setGender(opt.value)}"", ""formSubmit"": ""{event => { event.preventDefault(); handleSubmit(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,543,BookingFormModal,button,{style},"{""onClick"": ""{() => toggleStyle(style)}"", ""formSubmit"": ""{event => { event.preventDefault(); handleSubmit(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,593,BookingFormModal,button,{tf},"{""onClick"": ""{() => setTimeframe(tf === timeframe ? \""\"" : tf) }"", ""formSubmit"": ""{event => { event.preventDefault(); handleSubmit(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,615,BookingFormModal,button,{`Remove reference image ${i + 1}`},"{""onClick"": ""{() => removeImage(i, \""reference\"")}"", ""formSubmit"": ""{event => { event.preventDefault(); handleSubmit(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,626,BookingFormModal,button,"""Add reference images""","{""onClick"": ""{() => handleImagePick(\""reference\"")}"", ""formSubmit"": ""{event => { event.preventDefault(); handleSubmit(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,653,BookingFormModal,button,{`Remove placement photo ${i + 1}`},"{""onClick"": ""{() => removeImage(i, \""placement\"")}"", ""formSubmit"": ""{event => { event.preventDefault(); handleSubmit(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,664,BookingFormModal,button,"""Add placement photos""","{""onClick"": ""{() => handleImagePick(\""placement\"")}"", ""formSubmit"": ""{event => { event.preventDefault(); handleSubmit(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,686,BookingFormModal,button,"{submitting ? ( <> <Loader2 className=""animate-spin"" size={18} aria-hidden=""true"" />{"" ""} Sending request… </> ) : ( ""Send Request"" )}","{""formSubmit"": ""{event => { event.preventDefault(); handleSubmit(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/BookingFormModal.tsx,726,BookingFormModal,button,OK,"{""onClick"": ""{dismiss}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ClientHome.tsx,190,ClientHome,button,back,"{""onClick"": ""{handleExitFocus}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ClientHome.tsx,204,ClientHome,button,View Profile,"{""onClick"": ""{() => setShowProfile(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ClientHome.tsx,214,ClientHome,button,"""Your profile""","{""onClick"": ""{() => setLocation(\""/profile\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ClientHome.tsx,228,ClientHome,button,"""Discover artists""","{""onClick"": ""{() => setView(\""discovery\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ClientHome.tsx,237,ClientHome,button,"""Your artists and bookings""","{""onClick"": ""{() => setView(\""home\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ClientHome.tsx,261,ClientHome,button,back,"{""onClick"": ""{handleExitFocus}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/ClientHome.tsx,275,ClientHome,button,View Profile,"{""onClick"": ""{() => setShowProfile(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/DiscoverFeedContent.tsx,124,DiscoverFeedContent,button,Try again,"{""onClick"": ""{() => refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/DiscoverFeedContent.tsx,145,DiscoverFeedContent,button,Clear filter,"{""onClick"": ""{() => setActiveTag(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-home/DiscoverFeedContent.tsx,172,DiscoverFeedContent,button,{`Clear ${activeTag} filter`},"{""onClick"": ""{() => setActiveTag(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ArtistMapOverlay.tsx,329,ArtistMapOverlay,button,"""Close artist map""","{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ArtistMapOverlay.tsx,368,ArtistMapOverlay,button,"""Clear artist search""","{""onClick"": ""{() => setSearchText(\""\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ArtistMapOverlay.tsx,391,ArtistMapOverlay,button,{filter},"{""onClick"": ""{() => { setActiveFilter(filter); setMapBounds(null); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ArtistMapOverlay.tsx,419,ArtistMapOverlay,button,Search this area,"{""onClick"": ""{handleSearchThisArea}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ArtistMapOverlay.tsx,452,ArtistMapOverlay,motion.div,(dynamic/unlabelled),"{""onClick"": ""{() => setSelectedArtist(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ArtistMapOverlay.tsx,492,ArtistMapOverlay,button,Dismiss,"{""onClick"": ""{() => setSelectedArtist(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ArtistMapOverlay.tsx,629,DiscoveryArtistPopup,button,"{isOpeningChat ? ""Opening chat…"" : chatError ? ""Retry chat"" : ""Message""}","{""onClick"": ""{openChat}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ArtistMapOverlay.tsx,643,DiscoveryArtistPopup,a,🛍 Shopfront,"{""href"": ""{`/${artist.publicSlug}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientArtistCard.tsx,80,ClientArtistCard,button,"{`${expanded ? ""Hide"" : ""View""} ${artistName}'s portfolio`}","{""onClick"": ""{togglePortfolio}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientArtistCard.tsx,142,ClientArtistCard,button,"{ isOpeningChat ? ""Opening chat"" : `Chat with ${artistName}` }","{""onClick"": ""{openChat}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientArtistCard.tsx,176,ClientArtistCard,button,Retry chat,"{""onClick"": ""{openChat}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientArtistCard.tsx,203,ClientArtistCard,button,"{isOpeningChat ? ( <Loader2 className=""w-4 h-4 animate-spin"" aria-hidden=""true"" /> ) : ( <MessageCircle className=""w-4 h-4"" aria-hidden=""true"" /> )} {isOpeningChat ? ""Opening chat…"" : `Message ${artistName}`}","{""onClick"": ""{openChat}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,106,ConsultationForm,button,Close,"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,131,ConsultationForm,button,{s},"{""onClick"": ""{() => setStyle(s)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,147,ConsultationForm,button,{p},"{""onClick"": ""{() => setPlacement(p)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,159,ConsultationForm,button,Next →,"{""onClick"": ""{() => setStep(2)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,188,ConsultationForm,button,(dynamic/unlabelled),"{""onClick"": ""{() => setReferenceUrls(prev => prev.filter((_, j) => j !== i))}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,197,ConsultationForm,button,"{uploading ? <Loader2 className=""w-4 h-4 animate-spin"" /> : <ImagePlus className=""w-5 h-5"" />}","{""onClick"": ""{() => fileInputRef.current?.click()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,209,ConsultationForm,button,← Back,"{""onClick"": ""{() => setStep(1)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,210,ConsultationForm,button,Next →,"{""onClick"": ""{() => setStep(3)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,233,ConsultationForm,button,← Back,"{""onClick"": ""{() => setStep(2)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,234,ConsultationForm,button,"{createConsultation.isPending ? ""Sending..."" : ""Send Request ✓""}","{""onClick"": ""{handleSubmit}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,316,DiscoverArtistCard,button,"{`${expanded === ""portfolio"" ? ""Hide"" : ""View""} ${displayName}'s portfolio`}","{""onClick"": ""{() => toggle(\""portfolio\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,398,DiscoverArtistCard,button,"{`${expanded === ""consultation"" ? ""Hide consultation"" : ""Request consultation""} with ${displayName}`}","{""onClick"": ""{() => toggle(\""consultation\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,411,DiscoverArtistCard,button,"{ isOpeningChat ? ""Opening chat"" : `Chat with ${displayName}` }","{""onClick"": ""{handleMessage}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,449,DiscoverArtistCard,button,Retry chat,"{""onClick"": ""{handleMessage}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,476,DiscoverArtistCard,button,"{isOpeningChat ? ( <Loader2 className=""w-4 h-4 animate-spin"" aria-hidden=""true"" /> ) : ( <MessageCircle className=""w-4 h-4"" aria-hidden=""true"" /> )} {isOpeningChat ? ""Opening chat…"" : `Message ${displayName}`}","{""onClick"": ""{handleMessage}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,618,ClientFeedTab,button,See Artist Map {(allArtists as any[]).filter((a: any) => a.lat && a.lng).length} artists near Brisbane,"{""onClick"": ""{() => setMapOpen(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,638,ClientFeedTab,button,All Artists,"{""onClick"": ""{() => setSortBy(\""all\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,648,ClientFeedTab,button,Near Me,"{""onClick"": ""{() => setSortBy(\""distance\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,658,ClientFeedTab,button,Popular,"{""onClick"": ""{() => setSortBy(\""popularity\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,673,ClientFeedTab,button,{filter},"{""onClick"": ""{() => setActiveFilter(filter)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/ClientFeedTab.tsx,728,ClientFeedTab,button,(dynamic/unlabelled),"{""onClick"": ""{() => setSearchQuery(\""\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/FavouriteHeartButton.tsx,28,FavouriteHeartButton,button,"{isFavourited ? ""Remove from favourites"" : ""Add to favourites""}","{""onClick"": ""{e => { e.stopPropagation(); e.preventDefault(); onToggle(artistId); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/PortfolioExpand.tsx,98,PortfolioExpand,button,{`View ${item.description || `artwork ${index + 1}`}`},"{""onClick"": ""{event => openLightbox(index, event.currentTarget)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/PortfolioExpand.tsx,125,PortfolioExpand,button,Message {artistName},"{""onClick"": ""{onMessage}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/PortfolioExpand.tsx,184,PortfolioExpand,button,"""Close artwork""",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/PortfolioExpand.tsx,246,PortfolioExpand,button,"""Previous artwork""","{""onClick"": ""{prevImage}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/PortfolioExpand.tsx,254,PortfolioExpand,button,"""Next artwork""","{""onClick"": ""{nextImage}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/UpcomingWidget.tsx,105,UpcomingWidget,button,"$ {(pendingRequest.amountCents / 100).toLocaleString( ""en-AU"" )}{"" ""} payment requested Pay now","{""onClick"": ""{() => setLocation(`/pay/${pendingRequest.token}`)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/client-profile/UpcomingWidget.tsx,142,UpcomingWidget,Button,Pay Balance ($ {(item.remainingBalanceCents / 100).toFixed(2)} ),"{""onClick"": ""{() => setLocation(`/balance/${item.id}`)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
